CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,InternetService,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
1,0.5275590551181102,0,0.5005128205128205,0.5004985044865404,20,0.4935064935064935,84.81,2648.24,0.5212298682284041,0.5163265306122449,0.0
2,0.47865853658536583,1,0.5063414634146342,0.5004985044865404,63,0.5097744360902255,21.84,1123.09,0.4627092846270928,0.5163265306122449,1.0
3,0.5275590551181102,1,0.5063414634146342,0.5004985044865404,36,0.5097744360902255,85.4,3204.34,0.5257575757575758,0.4847870182555781,0.0
4,0.5275590551181102,1,0.5063414634146342,0.506519558676028,26,0.5097744360902255,81.86,7839.72,0.5212298682284041,0.4847870182555781,0.0
5,0.5275590551181102,1,0.5005128205128205,0.5004985044865404,54,0.4935064935064935,50.98,1822.53,0.4627092846270928,0.5163265306122449,0.0
6,0.47865853658536583,0,0.5005128205128205,0.506519558676028,28,0.5097744360902255,28.58,4905.03,0.5212298682284041,0.5163265306122449,1.0
7,0.5275590551181102,1,0.5005128205128205,0.506519558676028,19,0.4935064935064935,29.09,3475.12,0.5212298682284041,0.5229885057471264,1.0
8,0.5275590551181102,0,0.5005128205128205,0.5004985044865404,24,0.5097744360902255,112.32,586.78,0.5257575757575758,0.4847870182555781,1.0
9,0.5275590551181102,0,0.5005128205128205,0.5004985044865404,69,0.5097744360902255,88.93,3913.26,0.5257575757575758,0.5163265306122449,1.0
10,0.47865853658536583,0,0.5005128205128205,0.506519558676028,62,0.5097744360902255,32.71,5623.27,0.5212298682284041,0.5229885057471264,0.0
11,0.5275590551181102,0,0.5005128205128205,0.506519558676028,35,0.4935064935064935,55.67,4115.5,0.5257575757575758,0.4888888888888889,1.0
12,0.5275590551181102,0,0.5063414634146342,0.5004985044865404,1,0.4935064935064935,79.25,6979.41,0.5257575757575758,0.4847870182555781,0.0
13,0.5275590551181102,1,0.5005128205128205,0.5004985044865404,21,0.5097744360902255,103.56,2325.72,0.4627092846270928,0.5163265306122449,1.0
14,0.5275590551181102,1,0.5063414634146342,0.5004985044865404,15,0.5077881619937694,24.37,708.27,0.4627092846270928,0.4847870182555781,1.0
15,0.47865853658536583,1,0.5063414634146342,0.506519558676028,17,0.4935064935064935,43.66,7493.79,0.5212298682284041,0.5229885057471264,1.0
16,0.5275590551181102,1,0.5005128205128205,0.506519558676028,68,0.4935064935064935,108.97,3038.01,0.5212298682284041,0.5163265306122449,1.0
17,0.47865853658536583,0,0.5005128205128205,0.506519558676028,53,0.5097744360902255,20.92,4619.72,0.5212298682284041,0.4888888888888889,1.0
18,0.47865853658536583,1,0.5063414634146342,0.506519558676028,29,0.5077881619937694,40.14,6340.18,0.5212298682284041,0.4888888888888889,0.0
19,0.47865853658536583,0,0.5063414634146342,0.506519558676028,44,0.5097744360902255,115.9,2608.02,0.4627092846270928,0.5229885057471264,1.0
20,0.5275590551181102,1,0.5005128205128205,0.5004985044865404,18,0.4935064935064935,81.34,5734.99,0.5257575757575758,0.4888888888888889,1.0
21,0.47865853658536583,0,0.5005128205128205,0.5004985044865404,33,0.4935064935064935,46.17,1100.64,0.4627092846270928,0.4888888888888889,1.0
22,0.5275590551181102,0,0.5063414634146342,0.506519558676028,12,0.5097744360902255,26.7,2344.52,0.5212298682284041,0.4888888888888889,1.0
23,0.47865853658536583,1,0.5005128205128205,0.506519558676028,42,0.5097744360902255,22.82,1174.79,0.5212298682284041,0.4888888888888889,1.0
24,0.47865853658536583,0,0.5005128205128205,0.5004985044865404,61,0.5077881619937694,44.47,6493.62,0.4627092846270928,0.4888888888888889,0.0
25,0.47865853658536583,0,0.5005128205128205,0.5004985044865404,21,0.5077881619937694,108.15,1796.74,0.4627092846270928,0.4888888888888889,1.0
26,0.47865853658536583,1,0.5063414634146342,0.5004985044865404,51,0.4935064935064935,61.59,5744.88,0.5212298682284041,0.4888888888888889,0.0
27,0.47865853658536583,0,0.5063414634146342,0.5004985044865404,51,0.5077881619937694,92.03,7547.52,0.5257575757575758,0.5163265306122449,1.0
28,0.47865853658536583,1,0.5063414634146342,0.506519558676028,35,0.5077881619937694,111.83,4231.62,0.5212298682284041,0.4888888888888889,0.0
29,0.47865853658536583,1,0.5005128205128205,0.5004985044865404,18,0.4935064935064935,60.8,4329.43,0.4627092846270928,0.5163265306122449,1.0
30,0.47865853658536583,1,0.5005128205128205,0.506519558676028,37,0.4935064935064935,39.13,3699.05,0.5212298682284041,0.4847870182555781,1.0
31,0.5275590551181102,0,0.5063414634146342,0.5004985044865404,69,0.4935064935064935,71.71,2620.6,0.5212298682284041,0.5229885057471264,0.0
32,0.5275590551181102,0,0.5063414634146342,0.5004985044865404,56,0.4935064935064935,110.81,3815.73,0.5257575757575758,0.4888888888888889,1.0
33,0.47865853658536583,0,0.5063414634146342,0.5004985044865404,19,0.5097744360902255,100.44,4830.4,0.5212298682284041,0.5229885057471264,0.0
34,0.47865853658536583,1,0.5005128205128205,0.506519558676028,8,0.4935064935064935,26.58,7888.21,0.5212298682284041,0.4888888888888889,1.0
35,0.47865853658536583,0,0.5063414634146342,0.506519558676028,31,0.4935064935064935,89.26,7503.36,0.5212298682284041,0.5163265306122449,0.0
36,0.5275590551181102,1,0.5063414634146342,0.5004985044865404,3,0.4935064935064935,77.19,6899.98,0.4627092846270928,0.4888888888888889,0.0
37,0.47865853658536583,1,0.5005128205128205,0.506519558676028,49,0.5077881619937694,110.75,7115.26,0.4627092846270928,0.4847870182555781,0.0
38,0.5275590551181102,0,0.5005128205128205,0.506519558676028,4,0.4935064935064935,32.25,3753.44,0.5257575757575758,0.5229885057471264,1.0
39,0.5275590551181102,1,0.5005128205128205,0.5004985044865404,19,0.5097744360902255,73.4,5266.41,0.5212298682284041,0.5229885057471264,0.0
40,0.5275590551181102,0,0.5063414634146342,0.5004985044865404,36,0.5097744360902255,107.95,7162.63,0.4627092846270928,0.4847870182555781,1.0
41,0.5275590551181102,0,0.5005128205128205,0.506519558676028,21,0.4935064935064935,61.0,3155.75,0.5257575757575758,0.5163265306122449,0.0
42,0.5275590551181102,0,0.5005128205128205,0.506519558676028,57,0.5097744360902255,68.2,7694.86,0.5212298682284041,0.5163265306122449,0.0
43,0.47865853658536583,0,0.5063414634146342,0.506519558676028,67,0.5077881619937694,27.05,3337.97,0.5257575757575758,0.4847870182555781,0.0
44,0.47865853658536583,0,0.5005128205128205,0.5004985044865404,43,0.4935064935064935,47.81,4816.64,0.5257575757575758,0.5229885057471264,1.0
45,0.47865853658536583,1,0.5063414634146342,0.5004985044865404,33,0.5097744360902255,52.45,5684.24,0.5257575757575758,0.4888888888888889,1.0
46,0.47865853658536583,1,0.5063414634146342,0.506519558676028,41,0.5097744360902255,114.51,7605.72,0.5257575757575758,0.5163265306122449,1.0
47,0.47865853658536583,1,0.5005128205128205,0.5004985044865404,8,0.4935064935064935,48.27,1972.04,0.5257575757575758,0.4888888888888889,0.0
48,0.5275590551181102,0,0.5005128205128205,0.5004985044865404,6,0.5097744360902255,66.09,5974.13,0.5257575757575758,0.5229885057471264,1.0
49,0.47865853658536583,0,0.5005128205128205,0.506519558676028,67,0.4935064935064935,87.13,4176.11,0.5257575757575758,0.4888888888888889,1.0
50,0.47865853658536583,0,0.5005128205128205,0.506519558676028,18,0.5097744360902255,36.22,2163.09,0.5212298682284041,0.4847870182555781,0.0
51,0.5275590551181102,1,0.5005128205128205,0.5004985044865404,30,0.5077881619937694,68.64,6217.32,0.5212298682284041,0.5163265306122449,0.0
52,0.47865853658536583,0,0.5005128205128205,0.5004985044865404,34,0.5097744360902255,93.85,4426.73,0.5257575757575758,0.5163265306122449,1.0
53,0.5275590551181102,1,0.5063414634146342,0.506519558676028,56,0.5097744360902255,106.69,5294.57,0.5212298682284041,0.4847870182555781,1.0
54,0.47865853658536583,1,0.5063414634146342,0.5004985044865404,60,0.4935064935064935,82.63,2596.75,0.5257575757575758,0.4847870182555781,1.0
55,0.5275590551181102,0,0.5005128205128205,0.5004985044865404,30,0.5097744360902255,86.91,3860.57,0.5212298682284041,0.5163265306122449,0.0
56,0.47865853658536583,0,0.5063414634146342,0.506519558676028,52,0.4935064935064935,32.63,4946.49,0.4627092846270928,0.5163265306122449,0.0
57,0.47865853658536583,1,0.5005128205128205,0.506519558676028,31,0.5077881619937694,114.58,3251.19,0.5257575757575758,0.5163265306122449,0.0
58,0.5275590551181102,0,0.5063414634146342,0.5004985044865404,65,0.4935064935064935,33.26,1603.01,0.4627092846270928,0.5229885057471264,0.0
59,0.5275590551181102,1,0.5063414634146342,0.5004985044865404,58,0.4935064935064935,97.47,7693.89,0.5257575757575758,0.5229885057471264,0.0
60,0.5275590551181102,0,0.5063414634146342,0.5004985044865404,9,0.5097744360902255,46.48,4101.51,0.5257575757575758,0.5229885057471264,1.0
61,0.5275590551181102,0,0.5005128205128205,0.506519558676028,1,0.5077881619937694,113.36,5876.68,0.4627092846270928,0.4888888888888889,1.0
62,0.5275590551181102,1,0.5063414634146342,0.5004985044865404,65,0.4935064935064935,92.0,3300.16,0.4627092846270928,0.5229885057471264,1.0
63,0.5275590551181102,0,0.5005128205128205,0.5004985044865404,59,0.5097744360902255,95.38,2853.95,0.4627092846270928,0.5163265306122449,0.0
64,0.5275590551181102,1,0.5063414634146342,0.506519558676028,16,0.5097744360902255,41.91,3269.17,0.5257575757575758,0.5229885057471264,0.0
65,0.5275590551181102,0,0.5063414634146342,0.506519558676028,15,0.4935064935064935,64.3,3285.39,0.4627092846270928,0.5163265306122449,1.0
